,시군구법정동번지코드,시군구법정동번코드,시군구법정동코드,본번,부번,사용량_KWH,시도명,시군구명,법정동명,새주소대로로코드,새주소대로로명,새주소본번,새주소부번
305545,291101100055023,2911011000550,2911011000,550,23,180,광주광역시,동구,산수동,291104277134.0,산수길,43.0,0.0
305546,291101100055048,2911011000550,2911011000,550,48,1216,광주광역시,동구,산수동,291103009021.0,무등로,430.0,1.0
341249,291701260029990,29170126002999,2917012600,2999,0,220,광주광역시,북구,본촌동,291704286283.0,본촌택지로30번길,22.0,0.0
341250,291701260030030,29170126003003,2917012600,3003,0,5717,광주광역시,북구,본촌동,291703162045.0,양산택지로,105.0,0.0
341251,291701260030050,29170126003005,2917012600,3005,0,8976,광주광역시,북구,본촌동,291703162045.0,양산택지로,104.0,0.0
341252,291701260030150,29170126003015,2917012600,3015,0,2466,광주광역시,북구,본촌동,291703162046.0,양산택지소로,31.0,0.0
341253,291701260030160,29170126003016,2917012600,3016,0,8823,광주광역시,북구,본촌동,291703162046.0,양산택지소로,29.0,0.0
341254,291701260030360,29170126003036,2917012600,3036,0,287,광주광역시,북구,본촌동,-,-,-,-
341255,291701260030430,29170126003043,2917012600,3043,0,4308,광주광역시,북구,본촌동,291704286336.0,상촌로43번길,63.0,0.0
341256,291701260030510,29170126003051,2917012600,3051,0,9245,광주광역시,북구,본촌동,291704286336.0,상촌로43번길,54.0,0.0
305626,29110111004456,2911011100445,2911011100,445,6,454,광주광역시,동구,지산동,291104277213.0,지산로52번길,5.0,0.0
305625,29110111004440,2911011100444,2911011100,444,0,469,광주광역시,동구,지산동,291103159014.0,지산로,45.0,0.0
305624,291101110044313,2911011100443,2911011100,443,13,1181,광주광역시,동구,지산동,291103159016.0,지호로,25.0,4.0
305623,29110111004429,2911011100442,2911011100,442,9,1828,광주광역시,동구,지산동,291104277215.0,지산로57번길,5.0,11.0
341248,291701260029980,29170126002998,2917012600,2998,0,3640,광주광역시,북구,본촌동,291703162045.0,양산택지로,107.0,0.0
