,시군구법정동번지코드,시군구법정동번코드,시군구법정동코드,본번,부번,사용량_KWH,시도명,시군구명,법정동명,새주소대로로코드,새주소대로로명,새주소본번,새주소부번
1338088,501101230045012,5011012300450,5011012300,450,12,8218,제주특별자치도,제주시,외도일동,501104848479.0,우정로3길,14.0,0.0
1338087,501101230045011,5011012300450,5011012300,450,11,383,제주특별자치도,제주시,외도일동,501104848653.0,절물2길,22.0,0.0
1338086,50110123004495,5011012300449,5011012300,449,5,1649,제주특별자치도,제주시,외도일동,501104848652.0,절물1길,28.0,0.0
1338085,50110123004494,5011012300449,5011012300,449,4,5339,제주특별자치도,제주시,외도일동,501103349160.0,우정로,25.0,0.0
1338084,50110123004493,5011012300449,5011012300,449,3,328,제주특별자치도,제주시,외도일동,501103349160.0,우정로,23.0,0.0
1338083,50110123004471,5011012300447,5011012300,447,1,1758,제주특별자치도,제주시,외도일동,501104848652.0,절물1길,10.0,0.0
1338082,501101230044510,5011012300445,5011012300,445,10,3195,제주특별자치도,제주시,외도일동,501103349160.0,우정로,22.0,0.0
1338081,501101230044116,5011012300441,5011012300,441,16,3716,제주특별자치도,제주시,외도일동,-,-,-,-
1338080,50110123004376,5011012300437,5011012300,437,6,1549,제주특별자치도,제주시,외도일동,501104848464.0,우령8길,2.0,0.0
1338079,501101230043522,5011012300435,5011012300,435,22,13332,제주특별자치도,제주시,외도일동,501104847500.0,도근내길,24.0,0.0
1338078,50110123004352,5011012300435,5011012300,435,2,4462,제주특별자치도,제주시,외도일동,501104848653.0,절물2길,1.0,0.0
1338077,50110123004302,5011012300430,5011012300,430,2,3248,제주특별자치도,제주시,외도일동,501104847500.0,도근내길,12.0,1.0
1338076,501101230042912,5011012300429,5011012300,429,12,993,제주특별자치도,제주시,외도일동,501104848652.0,절물1길,1.0,0.0
1338075,50110123004297,5011012300429,5011012300,429,7,3491,제주특별자치도,제주시,외도일동,501104847500.0,도근내길,8.0,0.0
1338074,50110123004175,5011012300417,5011012300,417,5,6008,제주특별자치도,제주시,외도일동,501104848480.0,우정로4길,8.0,4.0
1338073,50110123004139,5011012300413,5011012300,413,9,4,제주특별자치도,제주시,외도일동,501104848077.0,수정길,4.0,0.0
1338072,50110123004135,5011012300413,5011012300,413,5,59,제주특별자치도,제주시,외도일동,501104848480.0,우정로4길,16.0,0.0
1338071,50110123004036,5011012300403,5011012300,403,6,204,제주특별자치도,제주시,외도일동,501104848076.0,수정2길,21.0,3.0
1338070,50110123004018,5011012300401,5011012300,401,8,119240,제주특별자치도,제주시,외도일동,501103349236.0,일주서로,7316.0,0.0
1338069,50110123004014,5011012300401,5011012300,401,4,4084,제주특별자치도,제주시,외도일동,501104848076.0,수정2길,10.0,0.0
1338068,50110123004011,5011012300401,5011012300,401,1,13691,제주특별자치도,제주시,외도일동,-,-,-,-
1338067,50110123003641,5011012300364,5011012300,364,1,13764,제주특별자치도,제주시,외도일동,501104848694.0,조공포길,7.0,0.0
1338092,501101230045412,5011012300454,5011012300,454,12,1115,제주특별자치도,제주시,외도일동,501104848484.0,우정로8길,36.0,0.0
1337951,501101210021080,50110121002108,5011012100,2108,0,15305,제주특별자치도,제주시,오라삼동,501103349137.0,연삼로,136.0,0.0
1338093,50110123004572,5011012300457,5011012300,457,2,9255,제주특별자치도,제주시,외도일동,501104848484.0,우정로8길,28.0,0.0
1338095,501101230047510,5011012300475,5011012300,475,10,3748,제주특별자치도,제주시,외도일동,501103349160.0,우정로,32.0,0.0
1338120,50110123005492,5011012300549,5011012300,549,2,4210,제주특별자치도,제주시,외도일동,501103349160.0,우정로,67.0,0.0
1338119,50110123005491,5011012300549,5011012300,549,1,2111,제주특별자치도,제주시,외도일동,501103349160.0,우정로,65.0,0.0
1338118,501101230054811,5011012300548,5011012300,548,11,1084,제주특별자치도,제주시,외도일동,501103349160.0,우정로,61.0,0.0
1338117,501101230054415,5011012300544,5011012300,544,15,3120,제주특별자치도,제주시,외도일동,501103349160.0,우정로,66.0,0.0
1338116,501101230054215,5011012300542,5011012300,542,15,3728,제주특별자치도,제주시,외도일동,501104848468.0,우령안1길,22.0,0.0
1338115,501101230054111,5011012300541,5011012300,541,11,2905,제주특별자치도,제주시,외도일동,501103349160.0,우정로,62.0,1.0
1338114,501101230053910,5011012300539,5011012300,539,10,3553,제주특별자치도,제주시,외도일동,501104848477.0,우정로16길,24.0,0.0
1338113,50110123005377,5011012300537,5011012300,537,7,52,제주특별자치도,제주시,외도일동,501104848464.0,우령8길,52.0,0.0
1338112,50110123005372,5011012300537,5011012300,537,2,4092,제주특별자치도,제주시,외도일동,501103349159.0,우령서로,67.0,0.0
1338111,50110123005344,5011012300534,5011012300,534,4,260,제주특별자치도,제주시,외도일동,501103349159.0,우령서로,59.0,2.0
1338110,50110123005337,5011012300533,5011012300,533,7,2314,제주특별자치도,제주시,외도일동,501104848694.0,조공포길,48.0,0.0
1338109,50110123005324,5011012300532,5011012300,532,4,4595,제주특별자치도,제주시,외도일동,501104848472.0,우정로11길,21.0,0.0
1338108,50110123005053,5011012300505,5011012300,505,3,4753,제주특별자치도,제주시,외도일동,501104848461.0,우령2길,3.0,1.0
1338107,50110123005052,5011012300505,5011012300,505,2,285,제주특별자치도,제주시,외도일동,501104848461.0,우령2길,3.0,0.0
1338106,501101230049915,5011012300499,5011012300,499,15,7683,제주특별자치도,제주시,외도일동,501103349160.0,우정로,55.0,0.0
1338105,50110123004996,5011012300499,5011012300,499,6,3826,제주특별자치도,제주시,외도일동,501104848472.0,우정로11길,3.0,0.0
1338104,50110123004988,5011012300498,5011012300,498,8,16437,제주특별자치도,제주시,외도일동,501103349160.0,우정로,52.0,0.0
1338103,501101230049715,5011012300497,5011012300,497,15,73,제주특별자치도,제주시,외도일동,501104848468.0,우령안1길,11.0,0.0
1338102,50110123004956,5011012300495,5011012300,495,6,16726,제주특별자치도,제주시,외도일동,501103349160.0,우정로,44.0,0.0
1338101,50110123004942,5011012300494,5011012300,494,2,17,제주특별자치도,제주시,외도일동,501104848471.0,우정로10길,18.0,0.0
1338100,50110123004849,5011012300484,5011012300,484,9,4222,제주특별자치도,제주시,외도일동,501104848654.0,절물3길,34.0,0.0
1338099,50110123004846,5011012300484,5011012300,484,6,827,제주특별자치도,제주시,외도일동,501104848654.0,절물3길,32.0,1.0
1338098,50110123004822,5011012300482,5011012300,482,2,2794,제주특별자치도,제주시,외도일동,501104848481.0,우정로5길,22.0,0.0
1338097,50110123004764,5011012300476,5011012300,476,4,2173,제주특별자치도,제주시,외도일동,501104848652.0,절물1길,40.0,0.0
1338096,501101230047512,5011012300475,5011012300,475,12,4058,제주특별자치도,제주시,외도일동,501104848484.0,우정로8길,4.0,2.0
1338094,50110123004759,5011012300475,5011012300,475,9,1888,제주특별자치도,제주시,외도일동,501103349160.0,우정로,32.0,1.0
1337721,501101030012893,50110103001289,5011010300,1289,3,4194,제주특별자치도,제주시,이도일동,501104847207.0,광양1길,18.0,0.0
1337950,501101200034422,50110120003442,5011012000,3442,2,166,제주특별자치도,제주시,오라이동,501104848666.0,정실남1길,47.0,0.0
1337948,501101200033140,50110120003314,5011012000,3314,0,142,제주특별자치도,제주시,오라이동,501103349125.0,아연로,122.0,11.0
1337803,501101030017897,50110103001789,5011010300,1789,7,1165,제주특별자치도,제주시,이도일동,501104847208.0,광양2길,18.0,0.0
1337802,501101030017892,50110103001789,5011010300,1789,2,1486,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,190.0,0.0
1337801,501101030017885,50110103001788,5011010300,1788,5,946,제주특별자치도,제주시,이도일동,501104847209.0,광양4길,8.0,0.0
1337800,501101030017873,50110103001787,5011010300,1787,3,53755,제주특별자치도,제주시,이도일동,501104847210.0,광양6길,2.0,0.0
1337799,501101030017828,50110103001782,5011010300,1782,8,4829,제주특별자치도,제주시,이도일동,501103349090.0,서광로,279.0,0.0
1337798,501101030017821,50110103001782,5011010300,1782,1,13656,제주특별자치도,제주시,이도일동,501104847894.0,서광로29길,3.0,0.0
1337797,5011010300177518,50110103001775,5011010300,1775,18,1757,제주특별자치도,제주시,이도일동,501103349090.0,서광로,289.0,0.0
1337796,501101030017754,50110103001775,5011010300,1775,4,3954,제주특별자치도,제주시,이도일동,501104847894.0,서광로29길,2.0,0.0
1337795,5011010300177416,50110103001774,5011010300,1774,16,1955,제주특별자치도,제주시,이도일동,501104847208.0,광양2길,4.0,1.0
1337794,501101030017748,50110103001774,5011010300,1774,8,5830,제주특별자치도,제주시,이도일동,501103349090.0,서광로,297.0,0.0
1337793,501101030017746,50110103001774,5011010300,1774,6,4864,제주특별자치도,제주시,이도일동,501104847208.0,광양2길,2.0,0.0
1337804,5011010300193219,50110103001932,5011010300,1932,19,187,제주특별자치도,제주시,이도일동,501104848350.0,오현길,68.0,0.0
1337792,501101030017361,50110103001736,5011010300,1736,1,28597,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,203.0,0.0
1337790,5011010300170917,50110103001709,5011010300,1709,17,298,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,125.0,1.0
1337789,5011010300170913,50110103001709,5011010300,1709,13,525,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,131.0,0.0
1337788,501101030017098,50110103001709,5011010300,1709,8,1260,제주특별자치도,제주시,이도일동,501104847127.0,고전길,19.0,0.0
1337787,5011010300170814,50110103001708,5011010300,1708,14,6379,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,143.0,0.0
1337786,501101030017082,50110103001708,5011010300,1708,2,2135,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,133.0,0.0
1337785,501101030017081,50110103001708,5011010300,1708,1,20783,제주특별자치도,제주시,이도일동,501104848772.0,중앙로23길,2.0,0.0
1337784,501101030017078,50110103001707,5011010300,1707,8,2313,제주특별자치도,제주시,이도일동,501104847127.0,고전길,2.0,0.0
