,Unnamed: 0,시군구법정동번지코드,시군구법정동번코드_x,시군구법정동코드_x,본번,부번,사용량_KWH,시도명,시군구명,법정동명,새주소대로로코드,새주소대로로명,새주소본번,새주소부번,시군구법정동번코드_y,시군구법정동코드_y,번,지,주소,분류,기업,이름,비고,임차여부,전력사용량
0,205691,27110101002951,2711010100295,2711010100,295,1,293693,대구광역시,중구,동인동1가,271103141005.0,동덕로,186.0,0.0,2711010100295,2711010100,295,1,대구광역시 중구 동덕로 186,통신,LG U+,LG U+대구 센터,기타분류,-,
1,225352,272001020062715,2720010200627,2720010200,627,15,478488,대구광역시,남구,봉덕동,272003144007.0,봉덕로,61.0,0.0,2720010200627,2720010200,627,15,대구시 남구 봉덕로 61 (봉덕동 627-15) KT봉덕지사 2층,통신,"KT,대구달성군시설관리공단",KT 대구 IDC,-,-,
