,시군구법정동번지코드,시군구법정동번코드,시군구법정동코드,본번,부번,사용량_KWH,시도명,시군구명,법정동명,새주소대로로코드,새주소대로로명,새주소본번,새주소부번
366893,301701120011620,30170112001162,3017011200,1162,0,261,대전광역시,서구,둔산동,301702010001.0,대덕대로,192.0,0.0
366898,301701120011920,30170112001192,3017011200,1192,0,12005,대전광역시,서구,둔산동,301704298316.0,둔산남로9번길,69.0,0.0
366897,301701120011890,30170112001189,3017011200,1189,0,4519,대전광역시,서구,둔산동,301704298316.0,둔산남로9번길,77.0,0.0
366899,301701120011990,30170112001199,3017011200,1199,0,2270,대전광역시,서구,둔산동,301704298316.0,둔산남로9번길,37.0,0.0
366896,301701120011830,30170112001183,3017011200,1183,0,11692,대전광역시,서구,둔산동,301704298316.0,둔산남로9번길,91.0,0.0
366895,301701120011750,30170112001175,3017011200,1175,0,16188,대전광역시,서구,둔산동,301703166019.0,둔산로,70.0,0.0
366894,301701120011730,30170112001173,3017011200,1173,0,22619,대전광역시,서구,둔산동,301703166019.0,둔산로,64.0,0.0
366892,301701120011610,30170112001161,3017011200,1161,0,12282,대전광역시,서구,둔산동,301702010001.0,대덕대로,188.0,0.0
366900,301701120012070,30170112001207,3017011200,1207,0,3418,대전광역시,서구,둔산동,301704298329.0,둔산로74번길,19.0,0.0
366904,301701120012250,30170112001225,3017011200,1225,0,4993,대전광역시,서구,둔산동,301704298068.0,계룡로491번길,74.0,0.0
366902,301701120012150,30170112001215,3017011200,1215,0,10959,대전광역시,서구,둔산동,301704298329.0,둔산로74번길,39.0,0.0
366903,301701120012240,30170112001224,3017011200,1224,0,5773,대전광역시,서구,둔산동,301704298068.0,계룡로491번길,78.0,0.0
366891,301701120011360,30170112001136,3017011200,1136,0,162900,대전광역시,서구,둔산동,301704298169.0,대덕대로176번길,75.0,0.0
366905,301701120012360,30170112001236,3017011200,1236,0,5197,대전광역시,서구,둔산동,301704298068.0,계룡로491번길,24.0,0.0
366906,301701120012470,30170112001247,3017011200,1247,0,8912,대전광역시,서구,둔산동,301703166027.0,문정로,31.0,0.0
366907,301701120012500,30170112001250,3017011200,1250,0,14162,대전광역시,서구,둔산동,301703166021.0,둔산서로,7.0,0.0
366908,301701120012530,30170112001253,3017011200,1253,0,27893,대전광역시,서구,둔산동,301703166021.0,둔산서로,15.0,0.0
366909,301701120012550,30170112001255,3017011200,1255,0,95510,대전광역시,서구,둔산동,301703166018.0,둔산남로,46.0,0.0
366910,301701120012570,30170112001257,3017011200,1257,0,130,대전광역시,서구,둔산동,-,-,-,-
366901,301701120012120,30170112001212,3017011200,1212,0,2400,대전광역시,서구,둔산동,301704298329.0,둔산로74번길,31.0,0.0
366890,301701120011350,30170112001135,3017011200,1135,0,63,대전광역시,서구,둔산동,301704298169.0,대덕대로176번길,59.0,0.0
366877,301701120010660,30170112001066,3017011200,1066,0,5482,대전광역시,서구,둔산동,301703166023.0,둔지로,14.0,0.0
366888,301701120011290,30170112001129,3017011200,1129,0,34459,대전광역시,서구,둔산동,301703166018.0,둔산남로,3.0,0.0
366870,301701120010400,30170112001040,3017011200,1040,0,74938,대전광역시,서구,둔산동,301702010001.0,대덕대로,203.0,0.0
366871,301701120010420,30170112001042,3017011200,1042,0,34097,대전광역시,서구,둔산동,301702010001.0,대덕대로,197.0,0.0
366872,301701120010500,30170112001050,3017011200,1050,0,8864,대전광역시,서구,둔산동,301703166019.0,둔산로,32.0,27.0
366911,301701120012650,30170112001265,3017011200,1265,0,18331,대전광역시,서구,둔산동,301703166021.0,둔산서로,41.0,0.0
366873,301701120010510,30170112001051,3017011200,1051,0,12430,대전광역시,서구,둔산동,301703166019.0,둔산로,32.0,21.0
366874,301701120010530,30170112001053,3017011200,1053,0,7353,대전광역시,서구,둔산동,301703166019.0,둔산로,32.0,13.0
366875,301701120010600,30170112001060,3017011200,1060,0,14707,대전광역시,서구,둔산동,301703166019.0,둔산로,32.0,22.0
367017,30170113008530,3017011300853,3017011300,853,0,4227,대전광역시,서구,월평동,301704298536.0,월평중로14번길,15.0,0.0
366876,301701120010640,30170112001064,3017011200,1064,0,55968,대전광역시,서구,둔산동,301704298170.0,대덕대로185번길,30.0,0.0
366889,301701120011300,30170112001130,3017011200,1130,0,12268,대전광역시,서구,둔산동,301703166018.0,둔산남로,4.0,0.0
366878,301701120010670,30170112001067,3017011200,1067,0,21619,대전광역시,서구,둔산동,301703166023.0,둔지로,16.0,0.0
366880,301701120010710,30170112001071,3017011200,1071,0,59488,대전광역시,서구,둔산동,301703166019.0,둔산로,26.0,0.0
366869,301701120010390,30170112001039,3017011200,1039,0,44482,대전광역시,서구,둔산동,301703166019.0,둔산로,34.0,0.0
366881,301701120010770,30170112001077,3017011200,1077,0,30523,대전광역시,서구,둔산동,-,-,-,-
366882,301701120010810,30170112001081,3017011200,1081,0,69140,대전광역시,서구,둔산동,301703166019.0,둔산로,18.0,0.0
366883,301701120010830,30170112001083,3017011200,1083,0,15674,대전광역시,서구,둔산동,-,-,-,-
366884,301701120010870,30170112001087,3017011200,1087,0,55847,대전광역시,서구,둔산동,301704298170.0,대덕대로185번길,58.0,0.0
366885,301701120011010,30170112001101,3017011200,1101,0,11265,대전광역시,서구,둔산동,301704298170.0,대덕대로185번길,49.0,0.0
366886,301701120011060,30170112001106,3017011200,1106,0,26026,대전광역시,서구,둔산동,301704298170.0,대덕대로185번길,19.0,0.0
366887,301701120011100,30170112001110,3017011200,1110,0,91166,대전광역시,서구,둔산동,301702010001.0,대덕대로,179.0,0.0
366879,301701120010690,30170112001069,3017011200,1069,0,12280,대전광역시,서구,둔산동,301703166023.0,둔지로,20.0,0.0
366912,301701120012670,30170112001267,3017011200,1267,0,77580,대전광역시,서구,둔산동,301703166021.0,둔산서로,47.0,0.0
366959,301701120014881,30170112001488,3017011200,1488,1,20858,대전광역시,서구,둔산동,301704298303.0,둔산남로105번길,32.0,0.0
366914,301701120012930,30170112001293,3017011200,1293,0,45116,대전광역시,서구,둔산동,301703166021.0,둔산서로,65.0,0.0
366994,30170113002770,3017011300277,3017011300,277,0,9285,대전광역시,서구,월평동,301704298595.0,청사로123번길,19.0,0.0
366995,30170113002881,3017011300288,3017011300,288,1,11866,대전광역시,서구,월평동,301704298609.0,한밭대로707번길,25.0,0.0
366996,30170113002930,3017011300293,3017011300,293,0,16727,대전광역시,서구,월평동,301703166062.0,청사서로,16.0,0.0
366997,30170113003020,3017011300302,3017011300,302,0,670100,대전광역시,서구,월평동,301703166051.0,청사로,65.0,0.0
366998,30170113003110,3017011300311,3017011300,311,0,410506,대전광역시,서구,월평동,301703166039.0,월평동로,83.0,0.0
366999,30170113003121,3017011300312,3017011300,312,1,341654,대전광역시,서구,월평동,301703166039.0,월평동로,45.0,0.0
367000,30170113003760,3017011300376,3017011300,376,0,808,대전광역시,서구,월평동,301704298518.0,월평로13번길,44.0,6.0
367001,30170113004430,3017011300443,3017011300,443,0,1414,대전광역시,서구,월평동,301704298520.0,월평로27번길,15.0,0.0
367002,30170113004860,3017011300486,3017011300,486,0,339,대전광역시,서구,월평동,301704298601.0,한밭대로570번길,40.0,6.0
367003,30170113004920,3017011300492,3017011300,492,0,3821,대전광역시,서구,월평동,301704298601.0,한밭대로570번길,12.0,7.0
366993,30170113002630,3017011300263,3017011300,263,0,23968,대전광역시,서구,월평동,301703166062.0,청사서로,42.0,0.0
367004,30170113004940,3017011300494,3017011300,494,0,6483,대전광역시,서구,월평동,301704298601.0,한밭대로570번길,20.0,0.0
367006,30170113004980,3017011300498,3017011300,498,0,6855,대전광역시,서구,월평동,301704298601.0,한밭대로570번길,40.0,0.0
367007,30170113005000,3017011300500,3017011300,500,0,3351,대전광역시,서구,월평동,301704298601.0,한밭대로570번길,40.0,11.0
367008,30170113005100,3017011300510,3017011300,510,0,557907,대전광역시,서구,월평동,301702010004.0,한밭대로,580.0,0.0
367009,30170113005110,3017011300511,3017011300,511,0,20213,대전광역시,서구,월평동,301704298601.0,한밭대로570번길,29.0,12.0
367010,30170113005121,3017011300512,3017011300,512,1,6896,대전광역시,서구,월평동,301703166040.0,월평로,53.0,9.0
367011,30170113005190,3017011300519,3017011300,519,0,13171,대전광역시,서구,월평동,301703166045.0,월평중로,21.0,0.0
367012,30170113005240,3017011300524,3017011300,524,0,11599,대전광역시,서구,월평동,301703166040.0,월평로,69.0,0.0
367013,30170113005320,3017011300532,3017011300,532,0,15498,대전광역시,서구,월평동,301703166045.0,월평중로,22.0,0.0
367014,30170113006490,3017011300649,3017011300,649,0,5,대전광역시,서구,월평동,301704298607.0,한밭대로612번길,13.0,0.0
367015,30170113008090,3017011300809,3017011300,809,0,715,대전광역시,서구,월평동,301704298056.0,계룡로329번길,17.0,0.0
367005,30170113004950,3017011300495,3017011300,495,0,13995,대전광역시,서구,월평동,301704298601.0,한밭대로570번길,26.0,0.0
366992,30170113002550,3017011300255,3017011300,255,0,8379,대전광역시,서구,월평동,301703166041.0,월평북로,84.0,0.0
366991,30170113002400,3017011300240,3017011300,240,0,14515,대전광역시,서구,월평동,301703166041.0,월평북로,91.0,0.0
366990,30170113002310,3017011300231,3017011300,231,0,10917,대전광역시,서구,월평동,301704298183.0,대덕대로335번길,39.0,0.0
366974,3017011300751,301701130075,3017011300,75,1,1680,대전광역시,서구,월평동,301704298515.0,월드컵대로484번길,187.0,27.0
366975,3017011300830,301701130083,3017011300,83,0,3729,대전광역시,서구,월평동,301704298515.0,월드컵대로484번길,148.0,13.0
366868,30170113002270,3017011300227,3017011300,227,0,17071,대전광역시,서구,월평동,301704298183.0,대덕대로335번길,23.0,0.0
366976,3017011300960,301701130096,3017011300,96,0,18,대전광역시,서구,월평동,301704298044.0,계룡로232번길,164.0,2.0
366977,30170113001003,3017011300100,3017011300,100,3,637,대전광역시,서구,월평동,301704298516.0,월드컵대로484번안길,4.0,0.0
366978,30170113001055,3017011300105,3017011300,105,5,182,대전광역시,서구,월평동,301704298515.0,월드컵대로484번길,82.0,85.0
366979,30170113001061,3017011300106,3017011300,106,1,24563,대전광역시,서구,월평동,-,-,-,-
366973,3017011300666,301701130066,3017011300,66,6,473,대전광역시,서구,월평동,301704298044.0,계룡로232번길,187.0,0.0
366972,3017011300621,301701130062,3017011300,62,1,999,대전광역시,서구,월평동,301704298044.0,계룡로232번길,175.0,0.0
366971,3017011300510,301701130051,3017011300,51,0,3235,대전광역시,서구,월평동,301704298464.0,신갈마로141번길,82.0,0.0
366970,3017011300470,301701130047,3017011300,47,0,5141,대전광역시,서구,월평동,301704298047.0,계룡로264번길,106.0,0.0
366969,3017011300301,301701130030,3017011300,30,1,544,대전광역시,서구,월평동,301704298047.0,계룡로264번길,38.0,1.0
366980,30170113001234,3017011300123,3017011300,123,4,5317,대전광역시,서구,월평동,301704298516.0,월드컵대로484번안길,34.0,0.0
366981,30170113001250,3017011300125,3017011300,125,0,318,대전광역시,서구,월평동,301704298044.0,계룡로232번길,133.0,0.0
366968,3017011300291,301701130029,3017011300,29,1,8708,대전광역시,서구,월평동,301704298047.0,계룡로264번길,41.0,0.0
366982,30170113001261,3017011300126,3017011300,126,1,942,대전광역시,서구,월평동,301704298044.0,계룡로232번길,155.0,0.0
366983,30170113001367,3017011300136,3017011300,136,7,1395,대전광역시,서구,월평동,301704298044.0,계룡로232번길,105.0,0.0
366984,30170113001370,3017011300137,3017011300,137,0,347,대전광역시,서구,월평동,301704298515.0,월드컵대로484번길,35.0,34.0
366985,301701130016017,3017011300160,3017011300,160,17,274,대전광역시,서구,월평동,-,-,-,-
366986,30170113001613,3017011300161,3017011300,161,3,4445,대전광역시,서구,월평동,301703010024.0,계룡로,202.0,0.0
366987,30170113002131,3017011300213,3017011300,213,1,533,대전광역시,서구,월평동,301704298044.0,계룡로232번길,59.0,0.0
366988,30170113002230,3017011300223,3017011300,223,0,232313,대전광역시,서구,월평동,301703166062.0,청사서로,70.0,0.0
366989,30170113002240,3017011300224,3017011300,224,0,5642,대전광역시,서구,월평동,301702010001.0,대덕대로,333.0,0.0
367016,30170113008500,3017011300850,3017011300,850,0,20645,대전광역시,서구,월평동,301703166045.0,월평중로,14.0,0.0
366913,301701120012700,30170112001270,3017011200,1270,0,11350,대전광역시,서구,둔산동,301703166019.0,둔산로,71.0,0.0
366967,3017011300256,301701130025,3017011300,25,6,3462,대전광역시,서구,월평동,301704298047.0,계룡로264번길,73.0,0.0
366965,3017011300190,301701130019,3017011300,19,0,1263,대전광역시,서구,월평동,301704298047.0,계룡로264번길,4.0,0.0
366936,301701120013860,30170112001386,3017011200,1386,0,248,대전광역시,서구,둔산동,301703166027.0,문정로,221.0,0.0
366935,301701120013801,30170112001380,3017011200,1380,1,204908,대전광역시,서구,둔산동,301703166020.0,둔산북로,121.0,0.0
366934,301701120013680,30170112001368,3017011200,1368,0,1071,대전광역시,서구,둔산동,-,-,-,-
366933,301701120013670,30170112001367,3017011200,1367,0,89856,대전광역시,서구,둔산동,301702010001.0,대덕대로,238.0,0.0
366932,301701120013660,30170112001366,3017011200,1366,0,38754,대전광역시,서구,둔산동,301702010001.0,대덕대로,234.0,0.0
366931,301701120013640,30170112001364,3017011200,1364,0,33626,대전광역시,서구,둔산동,301702010001.0,대덕대로,230.0,0.0
366930,301701120013620,30170112001362,3017011200,1362,0,156893,대전광역시,서구,둔산동,301702010001.0,대덕대로,226.0,0.0
366929,301701120013610,30170112001361,3017011200,1361,0,54422,대전광역시,서구,둔산동,301702010001.0,대덕대로,222.0,0.0
366928,301701120013540,30170112001354,3017011200,1354,0,31665,대전광역시,서구,둔산동,301704298177.0,대덕대로234번길,15.0,0.0
366927,301701120013500,30170112001350,3017011200,1350,0,13606,대전광역시,서구,둔산동,301704298326.0,둔산로51번길,80.0,0.0
366937,301701120013880,30170112001388,3017011200,1388,0,490257,대전광역시,서구,둔산동,301703166020.0,둔산북로,160.0,0.0
366926,301701120013430,30170112001343,3017011200,1343,0,3848,대전광역시,서구,둔산동,301704298327.0,둔산로65번길,75.0,0.0
366924,301701120013390,30170112001339,3017011200,1339,0,6037,대전광역시,서구,둔산동,301704298179.0,대덕대로242번길,26.0,0.0
366923,301701120013270,30170112001327,3017011200,1327,0,6175,대전광역시,서구,둔산동,301704298327.0,둔산로65번길,30.0,0.0
