,Unnamed: 0,시군구법정동번지코드,시군구법정동번코드_x,시군구법정동코드_x,본번,부번,사용량_KWH,시도명,시군구명,법정동명,새주소대로로코드,새주소대로로명,새주소본번,새주소부번,시군구법정동번코드_y,시군구법정동코드_y,번,지,주소,분류,기업,이름,비고,임차여부,전력사용량
0,1254341,48170137002258,4817013700225,4817013700,225,8,39057,경상남도,진주시,충무공동,-,-,-,-,4817013700225,4817013700,225,8,경남 진주시 사들로 137 주택관리공단,공공,주택관리공단(주),주택관리공단 서버실,-,-,
